关卡id	副本类型	关卡地形	关卡类型	章节（玩法）	关卡	章节（顺序）	前置关卡	大章名	关卡名称	关卡描述	关卡图标	首次通关送魂石	首次通关奖励	小怪id	精英id	BOSS id	陷阱id	npcId	寻路建筑Id	不寻路建筑Id	推荐战力	可否重复打	是否评星	开启等级	次数	魔晶掉落	金币掉落	道具掉落1	道具掉落2	道具掉落3	道具掉落4	道具掉落5	道具掉落6	召唤师经验	英雄经验	消耗体力	任务名称1	任务名称2	任务名称3	游戏失败原因	胜利触发教程	失败触发教程	开始战斗图片	剧情数据	镜头动画数据	副本气泡
40108	1	level01_02	Level	1	8	12	40107	第12章	迷失小镇09	0	iconHQ_01			401061,401062,401061	401051						43718	0	0	30	99	9	1620	121051&100&13	110211&30&1	110221&2&1	119997&51&1	119998&10&1	121998&20&1,123001&5&1	6	140	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40109	1	level01_09	Run	1	9	12	40108	第12章	迷失小镇10	0	iconHQ_01			401093	401094	401091		101096	401092,101095		44031	1	1	30	99	9	1620		110111&30&1	110121&2&1	119997&51&1	119998&10&1	121998&20&1,123001&5&1	6	140	6	逃脱巨魔兽追杀	英雄生命高于20%	击杀精英怪	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;4,太慢了，BOSS把您吸成了人干！			label_mission13	a&101091	0	
40110	1	level01_02	Level	1	10	12	40109	第12章	迷失小镇11	0	iconHQ_01			401061,401062	401011						44041	0	0	30	99	9	1620	121051&100&13	110111&30&1	110121&2&1	119997&51&1	119998&10&1	121998&20&1,123001&5&1	6	140	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40111	1	level01_02	Level	1	11	12	40110	第12章	迷失小镇12	0	iconHQ_01			401061,401062	401011						44051	0	0	30	99	9	1620	121051&100&13	110111&30&1	110121&2&1	119997&51&1	119998&10&1	121998&20&1,123001&5&1	6	140	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40112	1	level01_12	Level	1	12	12	40111	第12章	迷失小镇13	0	iconHQ_01		122123&20	401061,401062,401124	401123,401122,401123	401121					48615	1	1	30	99	9	1620		110411&30&1	110421&2&1	119997&51&1	119998&10&1	121998&20&1,123001&5&1	6	140	6	击杀巨魔兽	2分钟内通关	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission10	b&101122	0	
40200	1	level02_00	Level	2	0	13	40112	第13章	奇迹之城01	0	iconHQ_01			402001,402002	402003				402004,999003		58365	1	1	32	99	9	1650		110321&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	160	6	击杀大菠萝	英雄生命高于50%	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40201	1	level02_02	Level	2	1	13	40200	第13章	奇迹之城02	0	iconHQ_01			402001,402002	402003						58375	0	0	32	99	9	1650	121051&100&14	110321&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	160	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40202	1	level02_02	Level	2	2	13	40201	第13章	奇迹之城03	0	iconHQ_01			402001,402002		402021					58385	0	0	32	99	9	1650	121051&100&14	110321&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	160	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40203	1	level02_03	Level	2	3	13	40202	第13章	奇迹之城04	0	iconHQ_01			402031,402032,999113	402034			402035	402036,101095		58714	1	1	32	99	9	1650		110021&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	160	6	护送目标离开	没有英雄死亡	NPC生命高于50%	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;4,惨烈！您的英雄全部阵亡！;5,不透露姓名的NPC遗憾告别了这个世界……			label_mission14	c&102033	0	
40204	1	level02_02	Level	2	4	13	40203	第13章	奇迹之城05	0	iconHQ_01			402031,402032,402031	402034						58724	0	0	32	99	9	1650	121051&100&14	110021&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	160	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40205	1	level02_02	Level	2	5	13	40204	第13章	奇迹之城06	0	iconHQ_01			402031,402032	402021		102039				58734	0	0	32	99	9	1650	121051&100&14	110021&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	160	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40206	1	level02_09	Level	2	9	13	40205	第13章	奇迹之城07	0	iconHQ_01			402031,402032	402034,402064						60199	1	1	32	99	9	1650		110221&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	160	6	截杀运输队长	没有英雄死亡	1分钟内通关	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;3,哦漏！目标已成功跳脱！			label_mission12	0	0	
40207	1	level02_02	Level	2	7	13	40206	第13章	奇迹之城08	0	iconHQ_01			402031,402032	402034						60209	0	0	32	99	9	1650	121051&100&14	110221&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	160	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40208	1	level02_02	Level	2	8	13	40207	第13章	奇迹之城09	0	iconHQ_01			402031,402032	402021		102039				60219	0	0	32	99	9	1650	121051&100&14	110221&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	160	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40209	1	level02_06	Level	2	6	13	40208	第13章	奇迹之城10	0	iconHQ_01			402091,402092,999113	402094,402097			402096	402095,101095		60550	1	1	32	99	9	1650		110121&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	160	6	保护魔能水晶	水晶生命高于50%	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;5,魔能水晶已被士兵摧毁！			label_mission15	b&102092	0	
40210	1	level02_02	Level	2	10	13	40209	第13章	奇迹之城11	0	iconHQ_01			402091,402092	402094						60560	0	0	32	99	9	1650	121051&100&14	110121&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	160	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40211	1	level02_02	Level	2	11	13	40210	第13章	奇迹之城12	0	iconHQ_01			402091,402092	402094,402094						60570	0	0	32	99	9	1650	121051&100&14	110121&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	160	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40212	1	level02_12	Level	2	12	13	40211	第13章	奇迹之城13	0	iconHQ_01		122123&20	402091,402092	402094,402021	402125	999113				62043	1	1	32	99	9	1650		110421&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	160	6	击杀boss	没有英雄死亡	2分钟内通关	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;4,惨烈！您的英雄全部阵亡！			label_mission10	0	0	
40800	1	level04_00	Level	4	0	14	40212	第14章	智能军垒01	0	iconHQ_01			408001,408002,999119	408005			408004			66411	1	1	34	99	9	1660		110321&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	170	6	护送目标离开	NPC生命高于70%	2分钟内通关	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;5,损坏的机器人遗憾告别了这个世界……			label_mission14	b&104002	0	
40801	1	level04_01	Level	4	1	14	40800	第14章	智能军垒02	0	iconHQ_01			408001,408002	408011						66421	0	0	34	99	9	1660	121051&100&14	110321&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	170	6	击杀守关精英			1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40802	1	level04_01	Level	4	2	14	40801	第14章	智能军垒03	0	iconHQ_01			408001,408002	408005						66431	0	0	34	99	9	1660	121051&100&14	110321&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	170	6	击杀守关精英			1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40803	1	level04_03	Level	4	3	14	40802	第14章	智能军垒04	0	iconHQ_01			408001,408002,999119	408034		408035,408036		999003		70156	1	1	34	99	9	1660		110021&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	170	6	击杀重型机器人	没有英雄死亡	3分钟内通关	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission11	0	0	
40804	1	level04_01	Level	4	4	14	40803	第14章	智能军垒05	0	iconHQ_01			408001,408002	408041						70166	0	0	34	99	9	1660	121051&100&14	110021&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	170	6	击杀守关精英			1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40805	1	level04_01	Level	4	5	14	40804	第14章	智能军垒06	0	iconHQ_01			408001,408002	408051						70176	0	0	34	99	9	1660	121051&100&14	110021&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	170	6	击杀守关精英			1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40806	1	level04_06	Level	4	6	14	40805	第14章	智能军垒07	0	iconHQ_01			408001,408002,999119	408034				408065		73900	1	1	34	99	9	1660		110221&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	170	6	保护魔能水晶	水晶生命高于70%	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;5,魔能水晶已被机器人摧毁！			label_mission15	0	0	
40807	1	level04_01	Level	4	7	14	40806	第14章	智能军垒08	0	iconHQ_01			408001,408002	408011						73910	0	0	34	99	9	1660	121051&100&14	110221&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	170	6	击杀守关精英			1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40808	1	level04_01	Level	4	8	14	40807	第14章	智能军垒09	0	iconHQ_01			408001,408002	408041						73920	0	0	34	99	9	1660	121051&100&14	110221&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	170	6	击杀守关精英			1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40809	1	level04_09	Level	4	9	14	40808	第14章	智能军垒10	0	iconHQ_01			408001,408002,999119	408094			408095	408096	999002	77644	1	1	34	99	9	1660		110121&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	170	6	护送目标离开	NPC生命高于70%	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;3,哦漏！目标已成功跳脱！;5,损坏的机器人遗憾告别了这个世界……			label_mission14	b&104092	0	
40810	1	level04_01	Level	4	10	14	40809	第14章	智能军垒11	0	iconHQ_01			408001,408002	408034						77654	0	0	34	99	9	1660	121051&100&14	110121&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	170	6	击杀守关精英			1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40811	1	level04_01	Level	4	11	14	40810	第14章	智能军垒12	0	iconHQ_01			408001,408002	408051						77664	0	0	34	99	9	1660	121051&100&14	110121&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	170	6	击杀守关精英			1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40812	1	level04_12	Level	4	12	14	40811	第14章	智能军垒13	0	iconHQ_01		122123&20	408001,408002,999119	408122	408121			999003		81390	1	1	34	99	9	1660		110421&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	170	6	击杀将军	没有英雄死亡	击杀25个战斗机器人	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission10	0	0	
40300	1	level03_00	Level	3	0	15	40812	第15章	荒废都市01	0	iconHQ_01			403001,403002,999114	403009		403005,403006		999003	999002	88254	1	1	36	99	9	1680		110321&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	180	6	击杀boss	打开2个宝箱	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40301	1	level03_02	Level	3	1	15	40300	第15章	荒废都市02	0	iconHQ_01			403001,403002	403019						88264	0	0	36	99	9	1680	121051&100&15	110321&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	180	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40302	1	level03_02	Level	3	2	15	40301	第15章	荒废都市03	0	iconHQ_01			403001,403002,999114	403019						88274	0	0	36	99	9	1680	121051&100&15	110321&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	180	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40303	1	level03_03	Hide	3	3	15	40302	第15章	荒废都市04	0	iconHQ_01				403039		403032				88791	1	1	36	99	9	1680		110021&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	180	6	击败守护者	英雄生命高于20%	收集30个魔能碎片	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission11	0	0	
40304	1	level03_02	Level	3	4	15	40303	第15章	荒废都市05	0	iconHQ_01			403001,403002	403019						88801	0	0	36	99	9	1680	121051&100&15	110021&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	180	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40305	1	level03_02	Level	3	5	15	40304	第15章	荒废都市06	0	iconHQ_01			403001,403002,999114	403019						88811	0	0	36	99	9	1680	121051&100&15	110021&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	180	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40306	1	level03_06	Guard	3	6	15	40305	第15章	荒废都市07	0	iconHQ_01			403062,403061,999114	403069			403064		999002	90186	1	1	36	99	9	1680		110221&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	180	6	护送目标离开	没有英雄死亡	目标血高于50%	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;5,更嚣张的狂徒遗憾告别了这个世界……			label_mission14	b&103062	0	
40307	1	level03_02	Level	3	7	15	40306	第15章	荒废都市08	0	iconHQ_01			403062,403061	403071						90196	0	0	36	99	9	1680	121051&100&15	110221&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	180	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40308	1	level03_02	Level	3	8	15	40307	第15章	荒废都市09	0	iconHQ_01			403062,403061,999114	403071						90206	0	0	36	99	9	1680	121051&100&15	110221&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	180	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40309	1	level03_09	Level	3	9	15	40308	第15章	荒废都市10	0	iconHQ_01			403062,403061	403091		403006			999002	91353	1	1	36	99	9	1680		110121&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	180	6	截杀报信者	打开3个宝箱	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;3,哦漏！目标已成功跳脱！			label_mission12	b&103092	0	
40310	1	level03_02	Level	3	10	15	40309	第15章	荒废都市11	0	iconHQ_01			403062,403061	403071						91363	0	0	36	99	9	1680	121051&100&15	110121&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	180	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40311	1	level03_02	Level	3	11	15	40310	第15章	荒废都市12	0	iconHQ_01			403062,403061,999114	403071						91373	0	0	36	99	9	1680	121051&100&15	110121&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	180	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40312	1	level03_12	Level	3	12	15	40311	第15章	荒废都市13	0	iconHQ_01		122123&25	403062,403061,999114		403129	403123		403122,999003		93385	1	1	36	99	9	1680		110421&2&1	119997&55&1	119998&10&1		121998&20&1,123001&5&1	6	180	6	击杀boss	水晶不被摧毁	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission10	0	0	
40900	1	level05_00	Level	5	0	16	40312	第16章	遗迹之地01	0	iconHQ_01			409001,409002,999115	409004					999002	101247	1	1	38	99	10	1690		110321&2&1	119997&55&1	119998&15&1		121998&20&1,123001&5&1	6	190	6	击杀BOSS	没有英雄死亡	找到隐藏宝箱				label_mission17	0	0	
40901	1	level05_02	Level	5	1	16	40900	第16章	遗迹之地02	0	iconHQ_01			409011,409012,999115	409013						101257	0	0	38	99	10	1690	121051&100&15	110321&2&1	119997&55&1	119998&15&1		121998&20&1,123001&5&1	6	190	6	击杀守关精英						label_mission17	0	0	
40902	1	level05_02	Level	5	2	16	40901	第16章	遗迹之地03	0	iconHQ_01			409011,409012,999115	409021						101267	0	0	38	99	10	1690	121051&100&15	110321&2&1	119997&55&1	119998&15&1		121998&20&1,123001&5&1	6	190	6	击杀守关精英						label_mission17	0	0	
40903	1	level05_03	Level	5	3	16	40902	第16章	遗迹之地04	0	iconHQ_01			409011,409012,999115	409034		409036		409035		109107	1	1	38	99	10	1690		110021&2&1	119997&55&1	119998&15&1		121998&20&1,123001&5&1	6	190	6	安全逃脱追杀	没有英雄死亡	击杀20个小怪				label_mission13	0	0	
40904	1	level05_02	Level	5	4	16	40903	第16章	遗迹之地05	0	iconHQ_01			409011,409012,999115	409041						109117	0	0	38	99	10	1690	121051&100&15	110021&2&1	119997&55&1	119998&15&1		121998&20&1,123001&5&1	6	190	6	击杀守关精英						label_mission17	0	0	
40905	1	level05_02	Level	5	5	16	40904	第16章	遗迹之地06	0	iconHQ_01			409011,409012,999115	409021						109127	0	0	38	99	10	1690	121051&100&15	110021&2&1	119997&55&1	119998&15&1		121998&20&1,123001&5&1	6	190	6	击杀守关精英						label_mission17	0	0	
40906	1	level05_06	Level	5	6	16	40905	第16章	遗迹之地07	0	iconHQ_01			409001,409002,999115					409064	999002	116968	1	1	38	99	10	1690		110221&2&1	119997&55&1	119998&15&1		121998&20&1,123001&5&1	6	190	6	保护魔能水晶	水晶生命高于70%	找到2个宝箱				label_mission15	0	0	
40907	1	level05_02	Level	5	7	16	40906	第16章	遗迹之地08	0	iconHQ_01			409011,409012,999115	409013						116978	0	0	38	99	10	1690	121051&100&15	110221&2&1	119997&55&1	119998&15&1		121998&20&1,123001&5&1	6	190	6	击杀守关精英						label_mission17	0	0	
40908	1	level05_02	Level	5	8	16	40907	第16章	遗迹之地09	0	iconHQ_01			409011,409012,999115	409021						116988	0	0	38	99	10	1690	121051&100&15	110221&2&1	119997&55&1	119998&15&1		121998&20&1,123001&5&1	6	190	6	击杀守关精英						label_mission17	0	0	
40909	1	level05_09	Level	5	9	16	40908	第16章	遗迹之地10	0	iconHQ_01			409011,409012,999115	409094					999002	124830	1	1	38	99	10	1690		110121&2&1	119997&55&1	119998&15&1		121998&20&1,123001&5&1	6	190	6	截杀目标	找到3个宝箱	没有英雄死亡				label_mission12	b&105092	0	
40910	1	level05_02	Level	5	10	16	40909	第16章	遗迹之地11	0	iconHQ_01			409011,409012,999115	409013						124840	0	0	38	99	10	1690	121051&100&15	110121&2&1	119997&55&1	119998&15&1		121998&20&1,123001&5&1	6	190	6	击杀守关精英						label_mission17	0	0	
40911	1	level05_02	Level	5	11	16	40910	第16章	遗迹之地12	0	iconHQ_01			409011,409012,999115	409021						124850	0	0	38	99	10	1690	121051&100&15	110121&2&1	119997&55&1	119998&15&1		121998&20&1,123001&5&1	6	190	6	击杀守关精英						label_mission17	0	0	
40912	1	level05_12	Level	5	12	16	40911	第16章	遗迹之地13	0	iconHQ_01		122123&25	409011,409012,999115		409124,409125			999003	409126	132690	1	1	38	99	10	1690		110421&2&1	119997&55&1	119998&15&1		121998&20&1,123001&5&1	6	190	6	击杀BOSS	击杀25个小怪	没有破坏一个虫卵				label_mission10	0	0	
40400	1	level04_00	Level	4	0	17	40912	第17章	迷幻之都01	0	iconHQ_01			404001,404002,999114	404005			404004			140551	1	1	41	99	10	1700		110321&2&1	119997&55&1	119998&20&1		121998&20&1,123001&5&1	6	200	6	护送目标离开	NPC生命高于70%	2分钟内通关	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;5,损坏的机器人遗憾告别了这个世界……			label_mission14	b&104002	0	
40401	1	level04_01	Level	4	1	17	40400	第17章	迷幻之都02	0	iconHQ_01			404001,404002	404011						140561	0	0	41	99	10	1700	121051&100&16	110321&2&1	119997&55&1	119998&20&1		121998&20&1,123001&5&1	6	200	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40402	1	level04_01	Level	4	2	17	40401	第17章	迷幻之都03	0	iconHQ_01			404001,404002	404005						140571	0	0	41	99	10	1700	121051&100&16	110321&2&1	119997&55&1	119998&20&1		121998&20&1,123001&5&1	6	200	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40403	1	level04_03	Level	4	3	17	40402	第17章	迷幻之都04	0	iconHQ_01			404031,404032,999114	404034		404035,404036		999003		141225	1	1	41	99	10	1700		110021&2&1	119997&55&1	119998&20&1		121998&20&1,123001&5&1	6	200	6	击杀重型机器人	没有英雄死亡	3分钟内通关	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission11	0	0	
40404	1	level04_01	Level	4	4	17	40403	第17章	迷幻之都05	0	iconHQ_01			404031,404032	404034						141235	0	0	41	99	10	1700	121051&100&16	110021&2&1	119997&55&1	119998&20&1		121998&20&1,123001&5&1	6	200	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40405	1	level04_01	Level	4	5	17	40404	第17章	迷幻之都06	0	iconHQ_01			404031,404032	404051						141245	0	0	41	99	10	1700	121051&100&16	110021&2&1	119997&55&1	119998&20&1		121998&20&1,123001&5&1	6	200	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40406	1	level04_06	Level	4	6	17	40405	第17章	迷幻之都07	0	iconHQ_01			404061,404062,999114	404064				404065		144243	1	1	41	99	10	1700		110221&2&1	119997&55&1	119998&20&1		121998&20&1,123001&5&1	6	200	6	保护魔能水晶	水晶生命高于70%	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;5,魔能水晶已被机器人摧毁！			label_mission15	0	0	
40407	1	level04_01	Level	4	7	17	40406	第17章	迷幻之都08	0	iconHQ_01			404061,404062	404071						144253	0	0	41	99	10	1700	121051&100&16	110221&2&1	119997&55&1	119998&20&1		121998&20&1,123001&5&1	6	200	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40408	1	level04_01	Level	4	8	17	40407	第17章	迷幻之都09	0	iconHQ_01			404061,404062	404034						144263	0	0	41	99	10	1700	121051&100&16	110221&2&1	119997&55&1	119998&20&1		121998&20&1,123001&5&1	6	200	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40409	1	level04_09	Level	4	9	17	40408	第17章	迷幻之都10	0	iconHQ_01			404091,404092,999114	404094			404095	404096	999002	144916	1	1	41	99	10	1700		110121&2&1	119997&55&1	119998&20&1		121998&20&1,123001&5&1	6	200	6	护送目标离开	NPC生命高于70%	没有英雄死亡	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！;3,哦漏！目标已成功跳脱！;5,损坏的机器人遗憾告别了这个世界……			label_mission14	b&104092	0	
40410	1	level04_01	Level	4	10	17	40409	第17章	迷幻之都11	0	iconHQ_01			404061,404062	404034						144926	0	0	41	99	10	1700	121051&100&16	110121&2&1	119997&55&1	119998&20&1		121998&20&1,123001&5&1	6	200	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40411	1	level04_01	Level	4	11	17	40410	第17章	迷幻之都12	0	iconHQ_01			404061,404062	404051						144936	0	0	41	99	10	1700	121051&100&16	110121&2&1	119997&55&1	119998&20&1		121998&20&1,123001&5&1	6	200	6	击杀守关精英	0	0	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission17	0	0	
40412	1	level04_12	Level	4	12	17	40411	第17章	迷幻之都13	0	iconHQ_01		122123&25	404091,404092,999114	404122	404121			999003		156892	1	1	41	99	10	1700		110421&2&1	119997&55&1	119998&20&1		121998&20&1,123001&5&1	6	200	6	击杀将军	没有英雄死亡	击杀25个战斗机器人	1,惨烈！您的英雄全部阵亡！;2,您的时间余额不足，请速战速决！			label_mission10	0	0	
40500	1	level05_00	Level	5	0	18	40412	第18章	奇幻之巢01	0	iconHQ_01			405001,405002,999116	405004					999002	218875	1	1	45	99	10	1720		110321&2&1	110331&1&1	119998&35&1		121998&20&1,123001&5&1	6	220	6	击杀魔能傀儡	没有英雄死亡	找到隐藏宝箱	0			label_mission17	0	0	
40501	1	level05_02	Level	5	1	18	40500	第18章	奇幻之巢02	0	iconHQ_01			405001,405002,999116	405011						218975	0	0	45	99	10	1720	121051&100&17	110321&2&1	110331&1&1	119998&35&1		121998&20&1,123001&5&1	6	220	6	击杀守关精英	0	0	0			label_mission17	0	0	
40502	1	level05_02	Level	5	2	18	40501	第18章	奇幻之巢03	0	iconHQ_01			405001,405002,999116	405021						219075	0	0	45	99	10	1720	121051&100&17	110321&2&1	110331&1&1	119998&35&1		121998&20&1,123001&5&1	6	220	6	击杀守关精英	0	0	0			label_mission17	0	0	
40503	1	level05_03	Level	5	3	18	40502	第18章	奇幻之巢04	0	iconHQ_01			405031,405032,999116	405034		405036		405035		219709	1	1	45	99	10	1720		110021&2&1	110031&1&1	119998&35&1		121998&20&1,123001&5&1	6	220	6	安全逃脱追杀	没有英雄死亡	击杀20个小怪	0			label_mission13	0	0	
40504	1	level05_02	Level	5	4	18	40503	第18章	奇幻之巢05	0	iconHQ_01			405031,405032,999116	405011						219809	0	0	45	99	10	1720	121051&100&17	110021&2&1	110031&1&1	119998&35&1		121998&20&1,123001&5&1	6	220	6	击杀守关精英	0	0	0			label_mission17	0	0	
40505	1	level05_02	Level	5	5	18	40504	第18章	奇幻之巢06	0	iconHQ_01			405031,405032,999116	405021						219909	0	0	45	99	10	1720	121051&100&17	110021&2&1	110031&1&1	119998&35&1		121998&20&1,123001&5&1	6	220	6	击杀守关精英	0	0	0			label_mission17	0	0	
