Ó¢ÐÛid	ËùÊô½ÇÉ«	½ÇÉ«Ãû×Ö	ÐÔ±ð	Ä£ÐÍÃû³Æ	Í·ÏñÃû³Æ	Ö°Òµ	ÕóÓª	³õÊ¼ÐÇ¼¶	Æ·½×	ÏÂ½×¶Î±àºÅ	Í»ÆÆËùÐèµÈ¼¶	Í»ÆÆÐèÒªÎïÆ·	Í»ÆÆÐèÒª½ðÇ®	½Úµã1Ãû³Æ	½Úµã2Ãû³Æ	½Úµã3Ãû³Æ	½Úµã4Ãû³Æ	½Úµã5Ãû³Æ	½Úµã6Ãû³Æ	½Úµã1Í¼±ê	½Úµã2Í¼±ê	½Úµã3Í¼±ê	½Úµã4Í¼±ê	½Úµã5Í¼±ê	½Úµã6Í¼±ê	½Úµã1ÊôÐÔ	½Úµã2ÊôÐÔ	½Úµã3ÊôÐÔ	½Úµã4ÊôÐÔ	½Úµã5ÊôÐÔ	½Úµã6ÊôÐÔ	»ù´¡ÆøÑª	»ù´¡¹¥»÷	»ù´¡Îï·À	·¨ÊõÇ¿¶È	»ù´¡·¨·À	ÆÆ¼×	´©Í¸	±©»÷	¿¹±©	ÃüÖÐ	ÉÁ±Ü	¹¥»÷ËÙ¶È	ÎüÑª	ÉËº¦¼õÃâ	ÖÎÁÆ¼Ó³É	¹¥ËÙ¼Ó³É°Ù·Ö±È	ÎüÑªÂÊ	ÃâÉËÂÊ	ÖÎÁÆ¼Ó³ÉÂÊ	·¨Ç¿ÏµÊý	³ÐÊÜÉËº¦¼¼ÄÜµã	ÒÆ¶¯ËÙ¶È	¼¼ÄÜ1	¼¼ÄÜ2	¼¼ÄÜ3	¼¼ÄÜ4	¼¼ÄÜ5	¼¼ÄÜ6	¼¼ÄÜ99	ÅÅÐòÈ¨ÖØ	ÆÕÍ¨¹¥»÷																												
101132	113	Íõ×Ó	1	geass01	101131	3	6	1	2	101133	20	121051&100;121022&3	10000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ó¢ÓÂ	pp13	pp9	pp6	pp15	pp14	pp14	14;500;hpBase&356,attBase&44,defBase&10,magicStr&66,wisBase&10,penetrate&48	15;600;hpBase&356,attBase&44,defBase&10,magicStr&66,wisBase&10,evaBase&15	17;700;hpBase&356,attBase&44,defBase&10,magicStr&66,wisBase&10,cri&60	0	0	0	452	58	12.2	87	12.2	0	24	0	0	0	10	0	0	0	0	0	0	0	0	0.6	20	6	11301	11302	11303	11311	11304	11312	19999	62	11300																												
101133	113	Íõ×Ó	1	geass02	101131	3	6	1	3	101134	33	121051&300;121023&15	20000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ó¢ÓÂ	pp13	pp9	pp6	pp15	pp14	pp14	22;1000;hpBase&534,attBase&66,defBase&15,magicStr&99,wisBase&15,penetrate&96	23;1200;hpBase&534,attBase&66,defBase&15,magicStr&99,wisBase&15,evaBase&25	25;1400;hpBase&534,attBase&66,defBase&15,magicStr&99,wisBase&15,cri&80	27;1600;hpBase&534,attBase&66,defBase&15,magicStr&99,wisBase&15,hit&150	29;1800;hpBase&534,attBase&66,defBase&15,magicStr&99,wisBase&15,defCri&30	31;2000;hpBase&534,attBase&66,defBase&15,magicStr&99,wisBase&15,defCri&60	1520	190	42.2	285	42.2	0	72	60	0	0	25	0	0	0	0	0	0	0	0	0.6	20	6	11301	11302	11303	11311	11304	11312	19999	63	11300																												
101134	113	Íõ×Ó	1	geass02	101131	3	6	1	4	101135	48	121051&500;121024&20	40000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ó¢ÓÂ	pp13	pp9	pp6	pp15	pp14	pp14	35;3000;hpBase&712,attBase&88,defBase&20,magicStr&132,wisBase&20,penetrate&108	37;3200;hpBase&712,attBase&88,defBase&20,magicStr&132,wisBase&20,evaBase&50	39;3400;hpBase&712,attBase&88,defBase&20,magicStr&132,wisBase&20,cri&116	42;3600;hpBase&712,attBase&88,defBase&20,magicStr&132,wisBase&20,hit&150	44;3800;hpBase&712,attBase&88,defBase&20,magicStr&132,wisBase&20,defCri&34	46;4000;hpBase&712,attBase&88,defBase&20,magicStr&132,wisBase&20,defCri&68	4724	586	132.2	879	132.2	0	168	140	90	150	50	0	0	0	0	0	0	0	0	0.6	20	6	11301	11302	11303	11311	11304	11312	19999	64	11300																												
101135	113	Íõ×Ó	1	geass03	101131	3	6	1	5	0	0	0	0	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ó¢ÓÂ	pp13	pp9	pp6	pp15	pp14	pp14	50;5000;hpBase&890,attBase&110,defBase&25,magicStr&165,wisBase&25,penetrate&120	52;5200;hpBase&890,attBase&110,defBase&25,magicStr&165,wisBase&25,evaBase&80	54;5400;hpBase&890,attBase&110,defBase&25,magicStr&165,wisBase&25,cri&144	56;5600;hpBase&890,attBase&110,defBase&25,magicStr&165,wisBase&25,hit&240	58;5800;hpBase&890,attBase&110,defBase&25,magicStr&165,wisBase&25,defCri&36	60;6000;hpBase&890,attBase&110,defBase&25,magicStr&165,wisBase&25,defCri&72	8996	1114	252.2	1671	252.2	0	276	256	192	300	100	0	0	0	0	0	0	0	0	0.6	20	6	11301	11302	11303	11311	11304	11312	19999	65	11300																												
101141	114	±È°Í²·	1	buu01	101141	1	3	1	1	101142	12	121051&30;121011&1	5000	¾øÉ±	»ÃÓ°	ÆÆÊÆ	¾Û½¹	Ó¢ÓÂ	ÎÞÎ·	pp13	pp9	pp7	pp15	pp14	pp11	4;300;hpBase&265,attBase&15,defBase&7,magicStr&15,wisBase&10,penetrate&24	10;400;hpBase&265,attBase&15,defBase&7,magicStr&15,wisBase&10,evaBase&10	0	0	0	0	180	12	4	12	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	20	6	11401	11402	11403	11411	11404	11412	19999	66	11400																												
101142	114	±È°Í²·	1	buu01	101141	1	3	1	2	101143	20	121051&100;121012&3	10000	¾øÉ±	»ÃÓ°	ÆÆÊÆ	¾Û½¹	Ó¢ÓÂ	ÎÞÎ·	pp13	pp9	pp7	pp15	pp14	pp11	14;500;hpBase&530,attBase&30,defBase&14,magicStr&30,wisBase&20,penetrate&48	15;600;hpBase&530,attBase&30,defBase&14,magicStr&30,wisBase&20,evaBase&15	17;700;hpBase&530,attBase&30,defBase&14,magicStr&30,wisBase&20,cri&60	0	0	0	710	42	18	42	26	0	24	0	0	0	10	0	0	0	0	0	0	0	0	0.3	20	6	11401	11402	11403	11411	11404	11412	19999	67	11400																												
101143	114	±È°Í²·	1	buu02	101141	1	3	1	3	101144	33	121051&300;121013&15	20000	¾øÉ±	»ÃÓ°	ÆÆÊÆ	¾Û½¹	Ó¢ÓÂ	ÎÞÎ·	pp13	pp9	pp7	pp15	pp14	pp11	22;1000;hpBase&795,attBase&45,defBase&21,magicStr&45,wisBase&30,penetrate&96	23;1200;hpBase&795,attBase&45,defBase&21,magicStr&45,wisBase&30,evaBase&25	25;1400;hpBase&795,attBase&45,defBase&21,magicStr&45,wisBase&30,cri&80	27;1600;hpBase&795,attBase&45,defBase&21,magicStr&45,wisBase&30,hit&150	29;1800;hpBase&795,attBase&45,defBase&21,magicStr&45,wisBase&30,defCri&30	31;2000;hpBase&795,attBase&45,defBase&21,magicStr&45,wisBase&30,harmReduceProp&0.05	2300	132	60	132	86	0	72	60	0	0	25	0	0	0	0	0	0	0	0	0.3	20	6	11401	11402	11403	11411	11404	11412	19999	68	11400																												
101144	114	±È°Í²·	1	buu02	101141	1	3	1	4	101145	48	121051&500;121014&20	40000	¾øÉ±	»ÃÓ°	ÆÆÊÆ	¾Û½¹	Ó¢ÓÂ	ÎÞÎ·	pp13	pp9	pp7	pp15	pp14	pp11	35;3000;hpBase&1060,attBase&60,defBase&28,magicStr&60,wisBase&40,penetrate&108	37;3200;hpBase&1060,attBase&60,defBase&28,magicStr&60,wisBase&40,evaBase&50	39;3400;hpBase&1060,attBase&60,defBase&28,magicStr&60,wisBase&40,cri&116	42;3600;hpBase&1060,attBase&60,defBase&28,magicStr&60,wisBase&40,hit&150	44;3800;hpBase&1060,attBase&60,defBase&28,magicStr&60,wisBase&40,defCri&34	46;4000;hpBase&1060,attBase&60,defBase&28,magicStr&60,wisBase&40,harmReduceProp&0.1	7070	402	186	402	266	0	168	140	30	150	50	0	0	0	0	0	0	0.05	0	0.3	20	6	11401	11402	11403	11411	11404	11412	19999	69	11400																												
101145	114	±È°Í²·	1	buu03	101141	1	3	1	5	0	0	0	0	¾øÉ±	»ÃÓ°	ÆÆÊÆ	¾Û½¹	Ó¢ÓÂ	ÎÞÎ·	pp13	pp9	pp7	pp15	pp14	pp11	50;5000;hpBase&1325,attBase&75,defBase&35,magicStr&75,wisBase&50,penetrate&120	52;5200;hpBase&1325,attBase&75,defBase&35,magicStr&75,wisBase&50,evaBase&80	54;5400;hpBase&1325,attBase&75,defBase&35,magicStr&75,wisBase&50,cri&144	56;5600;hpBase&1325,attBase&75,defBase&35,magicStr&75,wisBase&50,hit&240	58;5800;hpBase&1325,attBase&75,defBase&35,magicStr&75,wisBase&50,defCri&36	60;6000;hpBase&1325,attBase&75,defBase&35,magicStr&75,wisBase&50,harmReduceProp&0.1	13430	762	354	762	506	0	276	256	64	300	100	0	0	0	0	0	0	0.15	0	0.3	20	6	11401	11402	11403	11411	11404	11412	19999	70	11400																												
101151	115	Ê¥Í¯	1	sephiroth01	101151	2	6	2	1	101152	12	121051&30;121001&1	5000	ÆÆÊÆ	»ÃÓ°	²»Ãð	¾Û½¹	Ó¢ÓÂ	Ñ¸¼²	pp7	pp9	pp10	pp15	pp14	pp8	4;300;hpBase&178,attBase&26,defBase&3,wisBase&1,breakArm&24	10;400;hpBase&178,attBase&26,defBase&3,wisBase&1,evaBase&12	0	0	0	0	96	15.54	1.97	0	1.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	6	11501	11502	11503	11511	11504	11512	19999	71	11500																												
101152	115	Ê¥Í¯	1	sephiroth01	101151	2	6	2	2	101153	20	121051&100;121002&3	10000	ÆÆÊÆ	»ÃÓ°	²»Ãð	¾Û½¹	Ó¢ÓÂ	Ñ¸¼²	pp7	pp9	pp10	pp15	pp14	pp8	14;500;hpBase&356,attBase&52,defBase&6,wisBase&2,breakArm&48	15;600;hpBase&356,attBase&52,defBase&6,wisBase&2,evaBase&18	17;700;hpBase&356,attBase&52,defBase&6,wisBase&2,suckBloodProp&0.02	0	0	0	452	67.54	7.97	0	3.08	24	0	0	0	0	12	0	0	0	0	0	0	0	0	0	20	6	11501	11502	11503	11511	11504	11512	19999	72	11500																												
101153	115	Ê¥Í¯	1	sephiroth02	101151	2	6	2	3	101154	33	121051&300;121003&15	20000	ÆÆÊÆ	»ÃÓ°	²»Ãð	¾Û½¹	Ó¢ÓÂ	Ñ¸¼²	pp7	pp9	pp10	pp15	pp14	pp8	22;1000;hpBase&534,attBase&78,defBase&9,wisBase&3,breakArm&96	23;1200;hpBase&534,attBase&78,defBase&9,wisBase&3,evaBase&30	25;1400;hpBase&534,attBase&78,defBase&9,wisBase&3,suckBloodProp&0.02	27;1600;hpBase&534,attBase&78,defBase&9,wisBase&3,hit&100	29;1800;hpBase&534,attBase&78,defBase&9,wisBase&3,defCri&30	31;2000;hpBase&534,attBase&78,defBase&9,wisBase&3,attSpeProp&0.05	1520	223.54	25.97	0	9.08	72	0	0	0	0	30	0	0	0	0	0	0.02	0	0	0	20	6	11501	11502	11503	11511	11504	11512	19999	73	11500																												
101154	115	Ê¥Í¯	1	sephiroth02	101151	2	6	2	4	101155	48	121051&500;121004&20	40000	ÆÆÊÆ	»ÃÓ°	²»Ãð	¾Û½¹	Ó¢ÓÂ	Ñ¸¼²	pp7	pp9	pp10	pp15	pp14	pp8	35;3000;hpBase&712,attBase&104,defBase&12,wisBase&4,breakArm&108	37;3200;hpBase&712,attBase&104,defBase&12,wisBase&4,evaBase&60	39;3400;hpBase&712,attBase&104,defBase&12,wisBase&4,suckBloodProp&0.03	42;3600;hpBase&712,attBase&104,defBase&12,wisBase&4,hit&100	44;3800;hpBase&712,attBase&104,defBase&12,wisBase&4,defCri&34	46;4000;hpBase&712,attBase&104,defBase&12,wisBase&4,attSpeProp&0.1	4724	691.54	79.97	0	27.08	168	0	0	30	100	60	0	0	0	0	0.05	0.04	0	0	0	20	6	11501	11502	11503	11511	11504	11512	19999	74	11500																												
101155	115	Ê¥Í¯	1	sephiroth03	101151	2	6	2	5	0	0	0	0	ÆÆÊÆ	»ÃÓ°	²»Ãð	¾Û½¹	Ó¢ÓÂ	Ñ¸¼²	pp7	pp9	pp10	pp15	pp14	pp8	50;5000;hpBase&890,attBase&130,defBase&15,wisBase&5,breakArm&120	52;5200;hpBase&890,attBase&130,defBase&15,wisBase&5,evaBase&96	54;5400;hpBase&890,attBase&130,defBase&15,wisBase&5,suckBloodProp&0.03	56;5600;hpBase&890,attBase&130,defBase&15,wisBase&5,hit&160	58;5800;hpBase&890,attBase&130,defBase&15,wisBase&5,defCri&36	60;6000;hpBase&890,attBase&130,defBase&15,wisBase&5,attSpeProp&0.1	8996	1315.54	151.97	0	51.08	276	0	0	64	200	120	0	0	0	0	0.15	0.07	0	0	0	20	6	11501	11502	11503	11511	11504	11512	19999	75	11500																												
101161	116	»ðÉñ	1	loki01	101161	3	5	1	1	101162	12	121051&30;121021&1	5000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	¾Û½¹	pp13	pp9	pp6	pp15	pp14	pp15	4;300;hpBase&138,attBase&22,defBase&3,magicStr&33,wisBase&5,penetrate&24	10;400;hpBase&138,attBase&22,defBase&3,magicStr&33,wisBase&5,evaBase&10	0	0	0	0	62.7	14	1.97	21	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	20	6	11601	11602	11603	11611	11604	11612	19999	76	11600																												
101162	116	»ðÉñ	1	loki01	101161	3	5	1	2	101163	20	121051&100;121022&3	10000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	¾Û½¹	pp13	pp9	pp6	pp15	pp14	pp15	14;500;hpBase&276,attBase&44,defBase&6,magicStr&66,wisBase&10,penetrate&48	15;600;hpBase&276,attBase&44,defBase&6,magicStr&66,wisBase&10,evaBase&15	17;700;hpBase&276,attBase&44,defBase&6,magicStr&66,wisBase&10,cri&60	0	0	0	338.7	58	7.97	87	12.2	0	24	0	0	0	10	0	0	0	0	0	0	0	0	0.6	20	6	11601	11602	11603	11611	11604	11612	19999	77	11600																												
101163	116	»ðÉñ	1	loki02	101161	3	5	1	3	101164	33	121051&300;121023&15	20000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	¾Û½¹	pp13	pp9	pp6	pp15	pp14	pp15	22;1000;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&15,penetrate&96	23;1200;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&15,evaBase&25	25;1400;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&15,cri&80	27;1600;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&15,hit&150	29;1800;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&15,defCri&60	31;2000;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&15,hit&150	1166.7	190	25.97	285	42.2	0	72	60	0	0	25	0	0	0	0	0	0	0	0	0.6	20	6	11601	11602	11603	11611	11604	11612	19999	78	11600																												
101164	116	»ðÉñ	1	loki02	101161	3	5	1	4	101165	48	121051&500;121024&20	40000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	¾Û½¹	pp13	pp9	pp6	pp15	pp14	pp15	35;3000;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&20,penetrate&108	37;3200;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&20,evaBase&50	39;3400;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&20,cri&116	42;3600;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&20,hit&150	44;3800;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&20,defCri&68	46;4000;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&20,hit&150	3650.7	586	79.97	879	132.2	0	168	140	60	300	50	0	0	0	0	0	0	0	0	0.6	20	6	11601	11602	11603	11611	11604	11612	19999	79	11600																												
101165	116	»ðÉñ	1	loki03	101161	3	5	1	5	0	0	0	0	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	¾Û½¹	pp13	pp9	pp6	pp15	pp14	pp15	50;5000;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&25,penetrate&120	52;5200;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&25,evaBase&80	54;5400;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&25,cri&144	56;5600;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&25,hit&240	58;5800;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&25,defCri&72	60;6000;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&25,hit&240	6962.7	1114	151.97	1671	252.2	0	276	256	128	600	100	0	0	0	0	0	0	0	0	0.6	20	6	11601	11602	11603	11611	11604	11612	19999	80	11600																												
101171	117	²®¾ô	1	moria01	101171	4	2	1	1	101172	12	121051&30;121031&1	5000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ó¢ÓÂ	pp13	pp9	pp6	pp15	pp14	pp14	4;300;hpBase&178,attBase&18,defBase&4,magicStr&18,wisBase&7,penetrate&24	10;400;hpBase&178,attBase&18,defBase&4,magicStr&18,wisBase&7,evaBase&10	0	0	0	0	96	12	2	12	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	20	6	11701	11702	11703	11711	11704	11712	19999	81	11700																												
101172	117	²®¾ô	1	moria01	101171	4	2	1	2	101173	20	121051&100;121032&3	10000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ó¢ÓÂ	pp13	pp9	pp6	pp15	pp14	pp14	14;500;hpBase&356,attBase&36,defBase&8,magicStr&36,wisBase&14,penetrate&48	15;600;hpBase&356,attBase&36,defBase&8,magicStr&36,wisBase&14,evaBase&15	17;700;hpBase&356,attBase&36,defBase&8,magicStr&36,wisBase&14,cri&60	0	0	0	452	48	10	48	16.6	0	24	0	0	0	10	0	0	0	0	0	0	0	0	0.6	20	6	11701	11702	11703	11711	11704	11712	19999	82	11700																												
101173	117	²®¾ô	1	moria02	101171	4	2	1	3	101174	33	121051&300;121033&15	20000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ó¢ÓÂ	pp13	pp9	pp6	pp15	pp14	pp14	22;1000;hpBase&534,attBase&54,defBase&12,magicStr&54,wisBase&21,penetrate&96	23;1200;hpBase&534,attBase&54,defBase&12,magicStr&54,wisBase&21,evaBase&25	25;1400;hpBase&534,attBase&54,defBase&12,magicStr&54,wisBase&21,cri&80	27;1600;hpBase&534,attBase&54,defBase&12,magicStr&54,wisBase&21,hit&150	29;1800;hpBase&534,attBase&54,defBase&12,magicStr&54,wisBase&21,defCri&30	31;2000;hpBase&534,attBase&54,defBase&12,magicStr&54,wisBase&21,defCri&60	1520	156	34	156	58.6	0	72	60	0	0	25	0	0	0	0	0	0	0	0	0.6	20	6	11701	11702	11703	11711	11704	11712	19999	83	11700																												
101174	117	²®¾ô	1	moria02	101171	4	2	1	4	101175	48	121051&500;121034&20	40000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ó¢ÓÂ	pp13	pp9	pp6	pp15	pp14	pp14	35;3000;hpBase&712,attBase&72,defBase&16,magicStr&72,wisBase&28,penetrate&108	37;3200;hpBase&712,attBase&72,defBase&16,magicStr&72,wisBase&28,evaBase&50	39;3400;hpBase&712,attBase&72,defBase&16,magicStr&72,wisBase&28,cri&116	42;3600;hpBase&712,attBase&72,defBase&16,magicStr&72,wisBase&28,hit&150	44;3800;hpBase&712,attBase&72,defBase&16,magicStr&72,wisBase&28,defCri&34	46;4000;hpBase&712,attBase&72,defBase&16,magicStr&72,wisBase&28,defCri&68	4724	480	106	480	184.6	0	168	140	90	150	50	0	0	0	0	0	0	0	0	0.6	20	6	11701	11702	11703	11711	11704	11712	19999	84	11700																												
101175	117	²®¾ô	1	moria03	101171	4	2	1	5	0	0	0	0	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ó¢ÓÂ	pp13	pp9	pp6	pp15	pp14	pp14	50;5000;hpBase&890,attBase&90,defBase&20,magicStr&90,wisBase&35,penetrate&120	52;5200;hpBase&890,attBase&90,defBase&20,magicStr&90,wisBase&35,evaBase&80	54;5400;hpBase&890,attBase&90,defBase&20,magicStr&90,wisBase&35,cri&144	56;5600;hpBase&890,attBase&90,defBase&20,magicStr&90,wisBase&35,hit&240	58;5800;hpBase&890,attBase&90,defBase&20,magicStr&90,wisBase&35,defCri&36	60;6000;hpBase&890,attBase&90,defBase&20,magicStr&90,wisBase&35,defCri&72	8996	912	202	912	352.6	0	276	256	192	300	100	0	0	0	0	0	0	0	0	0.6	20	6	11701	11702	11703	11711	11704	11712	19999	85	11700																												
101181	118	Å®Î×	2	redwitch01	101181	3	5	1	1	101182	12	121051&30;121021&1	5000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ñ¸¼²	pp13	pp9	pp6	pp15	pp14	pp8	4;300;hpBase&138,attBase&22,defBase&3,magicStr&33,wisBase&3,penetrate&24	10;400;hpBase&138,attBase&22,defBase&3,magicStr&33,wisBase&3,evaBase&10	0	0	0	0	62.7	14	1.97	21	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	20	6	11801	11802	11803	11811	11804	11812	19999	86	11800																												
101182	118	Å®Î×	2	redwitch01	101181	3	5	1	2	101183	20	121051&100;121022&3	10000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ñ¸¼²	pp13	pp9	pp6	pp15	pp14	pp8	14;500;hpBase&276,attBase&44,defBase&6,magicStr&66,wisBase&6,penetrate&48	15;600;hpBase&276,attBase&44,defBase&6,magicStr&66,wisBase&6,evaBase&15	17;700;hpBase&276,attBase&44,defBase&6,magicStr&66,wisBase&6,cri&60	0	0	0	338.7	58	7.97	87	8.2	0	24	0	0	0	10	0	0	0	0	0	0	0	0	0.6	20	6	11801	11802	11803	11811	11804	11812	19999	87	11800																												
101183	118	Å®Î×	2	redwitch02	101181	3	5	1	3	101184	33	121051&300;121023&15	20000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ñ¸¼²	pp13	pp9	pp6	pp15	pp14	pp8	22;1000;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&9,penetrate&96	23;1200;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&9,evaBase&25	25;1400;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&9,cri&80	27;1600;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&9,hit&150	29;1800;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&9,defCri&30	31;2000;hpBase&414,attBase&66,defBase&9,magicStr&99,wisBase&9,attSpeProp&0.05	1166.7	190	25.97	285	26.2	0	72	60	0	0	25	0	0	0	0	0	0	0	0	0.6	20	6	11801	11802	11803	11811	11804	11812	19999	88	11800																												
101184	118	Å®Î×	2	redwitch02	101181	3	5	1	4	101185	48	121051&500;121024&20	40000	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ñ¸¼²	pp13	pp9	pp6	pp15	pp14	pp8	35;3000;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&12,penetrate&108	37;3200;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&12,evaBase&50	39;3400;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&12,cri&116	42;3600;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&12,hit&150	44;3800;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&12,defCri&34	46;4000;hpBase&552,attBase&88,defBase&12,magicStr&132,wisBase&12,attSpeProp&0.1	3650.7	586	79.97	879	80.2	0	168	140	30	150	50	0	0	0	0	0.05	0	0	0	0.6	20	6	11801	11802	11803	11811	11804	11812	19999	89	11800																												
101185	118	Å®Î×	2	redwitch03	101181	3	5	1	5	0	0	0	0	¾øÉ±	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ñ¸¼²	pp13	pp9	pp6	pp15	pp14	pp8	50;5000;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&15,penetrate&120	52;5200;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&15,evaBase&80	54;5400;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&15,cri&144	56;5600;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&15,hit&240	58;5800;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&15,defCri&36	60;6000;hpBase&690,attBase&110,defBase&15,magicStr&165,wisBase&15,attSpeProp&0.1	6962.7	1114	151.97	1671	152.2	0	276	256	64	300	100	0	0	0	0	0.15	0	0	0	0.6	20	6	11801	11802	11803	11811	11804	11812	19999	90	11800																												
101191	119	Ð¡ºÚ	2	darkqueen01	101191	2	4	1	1	101192	12	121051&30;121001&1	5000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ñ¸¼²	pp7	pp9	pp6	pp15	pp14	pp8	4;300;hpBase&112,attBase&26,defBase&3,wisBase&1,breakArm&24	10;400;hpBase&112,attBase&26,defBase&3,wisBase&1,evaBase&12	0	0	0	0	57	15.54	1.97	0	1.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	6	11901	11902	11903	11904	11905	11911	19999	91	11900																												
101192	119	Ð¡ºÚ	2	darkqueen01	101191	2	4	1	2	101193	20	121051&100;121002&3	10000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ñ¸¼²	pp7	pp9	pp6	pp15	pp14	pp8	14;500;hpBase&224,attBase&52,defBase&6,wisBase&2,breakArm&48	15;600;hpBase&224,attBase&52,defBase&6,wisBase&2,evaBase&18	17;700;hpBase&224,attBase&52,defBase&6,wisBase&2,cri&45	0	0	0	281	67.54	7.97	0	3.08	24	0	0	0	0	12	0	0	0	0	0	0	0	0	0	20	6	11901	11902	11903	11904	11905	11911	19999	92	11900																												
101193	119	Ð¡ºÚ	2	darkqueen02	101191	2	4	1	3	101194	33	121051&300;121003&15	20000	ÆÆÊÆ	»ÃÓ°	ÖÂÃü	¾Û½¹	Ó¢ÓÂ	Ñ¸¼²	pp7	pp9	pp6	pp15	pp14	pp8	22;1000;hpBase&336,attBase&78,defBase&9,wisBase&3,breakArm&96	23;1200;hpBase&336,attBase&78,defBase&9,wisBase&3,evaBase&30	25;1400;hpBase&336,attBase&78,defBase&9,wisBase&3,cri&60	27;1600;hpBase&336,attBase&78,defBase&9,wisBase&3,hit&100	29;1800;hpBase&336,attBase&78,defBase&9,wisBase&3,defCri&30	31;2000;hpBase&336,attBase&78,defBase&9,wisBase&3,attSpeProp&0.05	953	223.54	25.97	0	9.08	72	0	45	0	0	30	0	0	0	0	0	0	0	0	0	20	6	11901	11902	11903	11904	11905	11911	19999	93	11900																												
